occurrence_id,classification,type of occurrence,localization,fu,country,aerodrome,time,under_investigation,investigating_command,investigation_status,publication_day,aircrafts_involved,takeoff,CONTAGEM,ano,dia,mes
45930,ACCIDENT,ANOTHER TYPES,AQUIRAZ,CE,BRAZIL,Nao informado,12:00:00,YES,SERIPA-2,IN PROGRESS,UNKNOWN,1,0.0,1,2011,29,12
45931,SERIOUS INCIDENT,ABOUT LANDING GEAR,BELO HORIZONTE,MG,BRAZIL,SBPR,18:40:00,YES,SERIPA-3,FINISHED,2013-11-13,1,0.0,1,2012,12,06
45932,SERIOUS INCIDENT,ABOUT LANDING GEAR,GOIÂNIA,GO,BRAZIL,SBGO,14:05:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,1.0,1,2012,06,06
45933,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,BARÃO DE MELGAÇO,MT,BRAZIL,Nao informado,20:30:00,YES,SERIPA-6,FINISHED,2014-08-15,1,0.0,1,2012,05,06
45934,ACCIDENT,ANOTHER TYPES,PAÇO DO LUMIAR,MA,BRAZIL,SJHR,19:40:00,YES,SERIPA-1,FINISHED,2013-08-22,1,0.0,1,2012,14,06
45936,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,SINOP,MT,BRAZIL,Nao informado,11:50:00,YES,SERIPA-6,IN PROGRESS,UNKNOWN,1,0.0,1,2012,13,06
45937,ACCIDENT,SLOW LANDING,CANARANA,MT,BRAZIL,SWEK,14:00:00,YES,SERIPA-6,FINISHED,2013-11-27,1,1.0,1,2012,22,06
45938,ACCIDENT,SLOW LANDING,ALTO HORIZONTE,GO,BRAZIL,Nao informado,16:15:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2012,20,06
45939,ACCIDENT,LOSS OF CONTROL IN THE AIR,UMUARAMA,PR,BRAZIL,Nao informado,19:00:00,YES,SERIPA-5,IN PROGRESS,UNKNOWN,1,0.0,1,2012,30,05
45940,ACCIDENT,UNKNOWN,ALTO ALEGRE,RR,BRAZIL,Nao informado,13:00:00,YES,SERIPA-7,IN PROGRESS,UNKNOWN,1,0.0,1,2010,09,06
45941,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,SALTO DE PIRAPORA,SP,BRAZIL,SDBN,20:15:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,1.0,1,2012,25,05
45942,SERIOUS INCIDENT,ABOUT LANDING GEAR,ARARAS,SP,BRAZIL,SDAA,13:40:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,19,06
46024,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CURITIBA,PR,BRAZIL,SBBI,11:05:00,YES,SERIPA-5,FINISHED,2014-10-02,1,1.0,1,2012,01,07
46026,SERIOUS INCIDENT,LANDING BEFORE THE TRACK AREA,BRASÍLIA,DF,BRAZIL,SIQE,12:30:00,YES,SERIPA-6,FINISHED,2015-05-15,1,0.0,1,2012,22,06
46038,ACCIDENT,LOSS OF CONTROL ON THE GROUND,BAURU,SP,BRAZIL,SBBU,17:50:00,YES,SERIPA-4,FINISHED,2013-12-18,1,1.0,1,2012,29,06
46042,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARACATU,BA,BRAZIL,Nao informado,10:45:00,YES,SERIPA-2,FINISHED,2015-05-15,1,0.0,1,2012,02,07
46043,SERIOUS INCIDENT,ABOUT LANDING GEAR,MARICÁ,RJ,BRAZIL,SDMC,14:05:00,YES,SERIPA-3,FINISHED,2014-08-15,1,1.0,1,2012,30,06
46045,ACCIDENT,FUEL STARVATION,PRATA,MG,BRAZIL,Nao informado,23:00:00,YES,SERIPA-3,FINISHED,UNKNOWN,1,0.0,1,2012,30,06
46048,ACCIDENT,TIRE BURST,GUARULHOS,SP,BRAZIL,SBGR,16:40:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,1.0,1,2012,24,04
46049,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,ITAPIRANGA,AM,BRAZIL,Nao informado,20:20:00,YES,SERIPA-7,FINISHED,2015-04-24,1,0.0,1,2012,23,05
46073,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,GUARULHOS,SP,BRAZIL,Nao informado,02:55:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2012,03,07
46092,ACCIDENT,PEOPLE LAUNCH,BOITUVA,SP,BRAZIL,Nao informado,17:00:00,YES,SERIPA-4,FINISHED,2014-02-17,1,0.0,1,2012,09,07
46093,ACCIDENT,FUEL STARVATION,ESPINOSA,MG,BRAZIL,Nao informado,13:40:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,06,07
46094,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ALTO GARÇAS,MT,BRAZIL,Nao informado,14:30:00,YES,SERIPA-6,FINISHED,2013-11-27,1,1.0,1,2012,07,07
46095,ACCIDENT,LOSS OF CONTROL IN THE AIR,NOVA UBIRATÃ,MT,BRAZIL,Nao informado,14:35:00,UNKNOWN,SERIPA-6,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,04,07
46152,ACCIDENT,TERRAIN COLLISION,ANGRA DOS REIS,RJ,BRAZIL,Nao informado,20:15:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,12,07
46153,ACCIDENT,LOSS OF CONTROL IN THE AIR,UAUÁ,BA,BRAZIL,Nao informado,14:40:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,14,07
46154,SERIOUS INCIDENT,ABOUT LANDING GEAR,UBERABA,MG,BRAZIL,SBUR,19:32:00,YES,SERIPA-3,FINISHED,2015-02-09,1,0.0,1,2012,12,07
46170,ACCIDENT,FLIGHT COMMANDS,BEBEDOURO,SP,BRAZIL,SDBB,16:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,22,07
46171,ACCIDENT,SYSTEM / COMPONENT FAILURE,MARICÁ,RJ,BRAZIL,Nao informado,19:15:00,YES,SERIPA-3,FINISHED,2013-10-21,1,0.0,1,2012,24,07
46172,ACCIDENT,FUEL STARVATION,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,19:10:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,24,07
46173,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,IPIGUÁ,SP,BRAZIL,Nao informado,16:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,26,07
46178,ACCIDENT,LOSS OF CONTROL ON THE GROUND,GENERAL CARNEIRO,MT,BRAZIL,Nao informado,09:20:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2012,07,07
46179,ACCIDENT,LOSS OF CONTROL ON THE GROUND,SANTA FÉ DO SUL,SP,BRAZIL,SILT,12:00:00,YES,SERIPA-4,FINISHED,2013-12-18,1,0.0,1,2012,16,07
46180,ACCIDENT,UNKNOWN,AURIFLAMA,SP,BRAZIL,Nao informado,19:30:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,16,06
46181,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,JUNDIAÍ,SP,BRAZIL,SBJD,18:55:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,23,07
46187,SERIOUS INCIDENT,ABOUT ROTOR,BARRO DURO,PI,BRAZIL,Nao informado,11:35:00,YES,SERIPA-2,FINISHED,2014-09-02,1,0.0,1,2012,21,07
46188,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,JUNDIAÍ,SP,BRAZIL,SBJD,14:46:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,29,07
46199,ACCIDENT,FUEL STARVATION,TEFÉ,AM,BRAZIL,Nao informado,15:00:00,YES,SERIPA-7,FINISHED,2013-07-26,1,0.0,1,2012,05,08
46200,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,GOIÂNIA,GO,BRAZIL,SWNV,12:40:00,YES,SERIPA-6,FINISHED,2015-07-15,1,0.0,1,2012,02,08
46201,ACCIDENT,ABOUT LANDING GEAR,ALTO ALEGRE,RR,BRAZIL,Nao informado,16:20:00,YES,SERIPA-7,FINISHED,2014-08-15,1,0.0,1,2012,01,08
46202,ACCIDENT,TERRAIN COLLISION,JUIZ DE FORA,MG,BRAZIL,Nao informado,10:45:00,YES,SERIPA-3,FINISHED,2014-07-15,1,0.0,1,2012,28,07
46209,SERIOUS INCIDENT,ANOTHER TYPES,ALTAMIRA,PA,BRAZIL,Nao informado,10:10:00,YES,SERIPA-1,FINISHED,2013-10-21,1,0.0,1,2012,04,08
46253,ACCIDENT,SYSTEM / COMPONENT FAILURE,ATIBAIA,SP,BRAZIL,SDTB,14:45:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,16,08
46255,ACCIDENT,AIRCRAFTS COLLISION IN THE AIR,SANTA BÁRBARA D'OESTE,SP,BRAZIL,Nao informado,12:40:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,2,0.0,1,2012,18,08
46256,ACCIDENT,LANDING BEFORE THE TRACK AREA,BELO HORIZONTE,MG,BRAZIL,SBPR,17:30:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,20,08
46257,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,JURUÁ,AM,BRAZIL,Nao informado,18:50:00,YES,SERIPA-7,FINISHED,2014-07-21,1,0.0,1,2012,21,08
46258,ACCIDENT,FLIGHT COMMANDS,ITAQUAQUECETUBA,SP,BRAZIL,Nao informado,18:05:00,YES,SERIPA-4,FINISHED,2015-03-06,1,0.0,1,2012,19,08
46259,ACCIDENT,METEOROLOGICAL PHENOMENOM ON THE GROUND,CAMPINAS,SP,BRAZIL,SDAM,15:10:00,YES,SERIPA-4,FINISHED,2014-08-15,1,1.0,1,2012,17,08
46260,ACCIDENT,COLLISION AGAINST BIRD,TARUMIRIM,MG,BRAZIL,Nao informado,19:50:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,13,08
46261,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,PORTO SEGURO,BA,BRAZIL,SBPS,18:50:00,YES,SERIPA-2,FINISHED,2014-06-09,1,0.0,1,2012,08,08
46263,SERIOUS INCIDENT,SLOW LANDING,RIO DE JANEIRO,RJ,BRAZIL,SBJR,15:15:00,YES,SERIPA-3,FINISHED,2015-08-25,1,1.0,1,2012,17,08
46264,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,COROMANDEL,MG,BRAZIL,Nao informado,17:40:00,YES,SERIPA-3,FINISHED,UNKNOWN,1,0.0,1,2012,20,08
46279,SERIOUS INCIDENT,ABOUT LANDING GEAR,ITÁPOLIS,SP,BRAZIL,SDIO,20:40:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,15,08
46280,SERIOUS INCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,SÃO SEPÉ,RS,BRAZIL,Nao informado,20:00:00,YES,SERIPA-5,FINISHED,2014-08-15,1,0.0,1,2012,08,08
46281,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,MANAUS,AM,BRAZIL,SWFN,12:20:00,YES,SERIPA-7,FINISHED,2014-10-02,1,1.0,1,2012,10,08
46282,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,COARI,AM,BRAZIL,SWKO,12:20:00,YES,SERIPA-7,FINISHED,2014-10-02,1,0.0,1,2012,12,08
46305,ACCIDENT,UNKNOWN,SÃO PAULO,SP,BRAZIL,Nao informado,13:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,11,07
46306,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,JUNDIAÍ,SP,BRAZIL,SBJD,12:00:00,YES,SERIPA-4,FINISHED,2014-01-08,1,0.0,1,2012,09,09
46307,ACCIDENT,TIRE BURST,GUARULHOS,SP,BRAZIL,SBGR,01:30:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2012,13,09
46308,ACCIDENT,FUEL STARVATION,MIRANDA,MS,BRAZIL,Nao informado,19:10:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,07,09
46309,ACCIDENT,ANOTHER TYPES,MACAPÁ,AP,BRAZIL,Nao informado,21:12:00,YES,SERIPA-1,FINISHED,UNKNOWN,1,0.0,1,2012,09,09
46310,ACCIDENT,ANOTHER TYPES,ANGRA DOS REIS,RJ,BRAZIL,Nao informado,18:40:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,31,08
46311,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,PORTO ALEGRE,RS,BRAZIL,SSBN,11:50:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,1.0,1,2012,05,09
46336,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ATIBAIA,SP,BRAZIL,Nao informado,18:10:00,YES,SERIPA-4,FINISHED,2015-11-16,1,0.0,1,2012,17,08
46337,ACCIDENT,LOSS OF CONTROL ON THE GROUND,ALTO PARAÍSO DE GOIÁS,GO,BRAZIL,SDXF,12:00:00,YES,SERIPA-6,FINISHED,2014-10-08,1,1.0,1,2012,12,09
46338,ACCIDENT,ANOTHER TYPES,BALSAS,MA,BRAZIL,Nao informado,20:50:00,YES,SERIPA-1,FINISHED,2014-08-22,1,0.0,1,2012,12,09
46339,ACCIDENT,LOSS OF CONTROL IN THE AIR,CARAGUATATUBA,SP,BRAZIL,Nao informado,12:00:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,26,07
46340,SERIOUS INCIDENT,HARD LANDING,UBERLÂNDIA,MG,BRAZIL,SBUL,17:40:00,YES,SERIPA-3,FINISHED,UNKNOWN,1,0.0,1,2012,16,09
46354,ACCIDENT,LOSS OF CONTROL IN THE AIR,ITAMARAJU,BA,BRAZIL,Nao informado,23:00:00,YES,SERIPA-2,IN PROGRESS,UNKNOWN,1,0.0,1,2012,19,09
46356,ACCIDENT,LOSS OF CONTROL IN THE AIR,TAPIRAMUTÁ,BA,BRAZIL,Nao informado,15:50:00,YES,SERIPA-2,FINISHED,2013-12-12,1,0.0,1,2012,22,09
46368,ACCIDENT,LOSS OF CONTROL IN THE AIR,SÃO PAULO,SP,BRAZIL,Nao informado,11:00:00,YES,SERIPA-4,FINISHED,2014-08-15,1,0.0,1,2012,24,09
46373,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,PARAUAPEBAS,PA,BRAZIL,Nao informado,11:55:00,YES,SERIPA-1,FINISHED,2014-08-15,1,0.0,1,2012,21,09
46378,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,BARREIRAS,BA,BRAZIL,Nao informado,16:40:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2012,22,09
46411,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,BELÉM,PA,BRAZIL,SBBE,18:35:00,YES,SERIPA-1,FINISHED,2014-06-02,1,0.0,1,2012,23,09
46412,ACCIDENT,UNKNOWN,ILHÉUS,BA,BRAZIL,SBIL,01:55:00,YES,SERIPA-2,FINISHED,UNKNOWN,1,0.0,1,2012,24,09
46413,ACCIDENT,LANDING WITHOUT LANDING GEAR,UBERLÂNDIA,MG,BRAZIL,SJPT,17:00:00,YES,SERIPA-3,FINISHED,2013-11-13,1,0.0,1,2012,24,09
46414,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,UBATUBA,SP,BRAZIL,Nao informado,15:00:00,YES,SERIPA-4,FINISHED,UNKNOWN,1,0.0,1,2012,25,09
46415,ACCIDENT,SYSTEM / COMPONENT FAILURE,FOZ DO IGUAÇU,PR,BRAZIL,SSHS,14:35:00,YES,SERIPA-5,FINISHED,2016-04-22,1,0.0,1,2012,25,09
46416,ACCIDENT,HARD LANDING,SÃO BORJA,RS,BRAZIL,SSSB,21:38:00,YES,SERIPA-5,FINISHED,2013-12-18,1,0.0,1,2012,28,09
46417,ACCIDENT,LOSS OF CONTROL IN THE AIR,LONDRINA,PR,BRAZIL,SSOK,17:10:00,YES,SERIPA-5,FINISHED,2013-10-21,1,0.0,1,2012,24,09
46418,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,GUIRATINGA,MT,BRAZIL,Nao informado,13:30:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2012,07,09
46419,ACCIDENT,SPATIAL UNAWARENESS,CANTÁ,RR,BRAZIL,Nao informado,08:00:00,YES,SERIPA-7,FINISHED,2015-10-05,1,0.0,1,2012,24,09
46431,ACCIDENT,SYSTEM / COMPONENT FAILURE,CAMPINAS,SP,BRAZIL,SBKP,22:55:00,YES,CENIPA,FINISHED,2016-04-15,1,0.0,1,2012,13,10
46432,ACCIDENT,LOSS OF CONTROL IN THE AIR,SANTA CRUZ DO ARARI,PA,BRAZIL,Nao informado,13:30:00,YES,SERIPA-1,FINISHED,2013-10-21,1,0.0,1,2012,08,10
46434,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,JUQUIÁ,SP,BRAZIL,Nao informado,11:00:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,03,10
46435,ACCIDENT,LOSS OF CONTROL IN THE AIR,PALMEIRA,PR,BRAZIL,Nao informado,20:15:00,YES,SERIPA-5,FINISHED,2016-06-03,1,0.0,1,2012,21,08
46436,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARAGUAÍNA,TO,BRAZIL,Nao informado,13:00:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2012,22,08
46437,ACCIDENT,LOSS OF CONTROL IN THE AIR,ÁGUA CLARA,MS,BRAZIL,Nao informado,11:30:00,YES,SERIPA-4,FINISHED,2013-12-30,1,0.0,1,2012,25,08
46438,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARTUR NOGUEIRA,SP,BRAZIL,Nao informado,11:10:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,02,10
46439,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,PORTO ALEGRE,RS,BRAZIL,SSBN,16:33:00,YES,SERIPA-5,FINISHED,UNKNOWN,1,0.0,1,2012,03,10
46443,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,TEFÉ,AM,BRAZIL,SBTF,12:35:00,YES,SERIPA-7,FINISHED,2015-05-15,1,0.0,1,2012,03,10
46444,ACCIDENT,COLLISION AGAINST OBSTACLE ON THE GROUND,PAUINI,AM,BRAZIL,SWUI,18:51:00,YES,SERIPA-7,FINISHED,2013-09-19,1,0.0,1,2012,22,08
46445,SERIOUS INCIDENT,ABOUT LANDING GEAR,CATANDUVA,SP,BRAZIL,SDCD,15:30:00,YES,SERIPA-4,FINISHED,2014-10-14,1,0.0,1,2012,07,10
46446,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CASCAVEL,PR,BRAZIL,SBCA,17:30:00,YES,CENIPA,FINISHED,2016-06-03,1,1.0,1,2012,28,09
46448,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,CALDAS NOVAS,GO,BRAZIL,Nao informado,11:00:00,YES,SERIPA-6,FINISHED,2014-01-08,1,0.0,1,2012,11,10
46449,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PORTO ALEGRE,RS,BRAZIL,SBPA,19:13:00,YES,SERIPA-5,FINISHED,2016-06-03,1,1.0,1,2012,10,10
46450,SERIOUS INCIDENT,LANDING WITHOUT LANDING GEAR,NOVO ARIPUANÃ,AM,BRAZIL,Nao informado,13:30:00,YES,SERIPA-7,FINISHED,2014-10-02,1,0.0,1,2012,24,09
46451,SERIOUS INCIDENT,LANDING ON UNPREDICTABLE PLACE,CAMPINAS,SP,BRAZIL,SDAM,19:25:00,YES,SERIPA-4,FINISHED,2016-04-22,1,0.0,1,2012,30,08
46496,ACCIDENT,ABOUT ROTOR,SOROCABA,SP,BRAZIL,Nao informado,16:30:00,YES,SERIPA-4,FINISHED,2016-06-16,1,0.0,1,2012,31,10
46497,ACCIDENT,LOSS OF CONTROL ON THE GROUND,PORTO ALEGRE,RS,BRAZIL,SSBN,12:05:00,YES,SERIPA-5,FINISHED,2013-12-18,1,0.0,1,2012,24,10
46498,ACCIDENT,LOSS OF CONTROL IN THE AIR,SENTO SÉ,BA,BRAZIL,Nao informado,13:00:00,YES,SERIPA-2,FINISHED,2014-06-02,1,0.0,1,2012,25,10
46499,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,CAMPINA VERDE,MG,BRAZIL,Nao informado,19:30:00,YES,SERIPA-3,FINISHED,2013-11-13,1,0.0,1,2012,27,10
46512,ACCIDENT,FUEL STARVATION,JABOTICABAL,SP,BRAZIL,Nao informado,15:00:00,YES,SERIPA-4,FINISHED,UNKNOWN,1,0.0,1,2012,25,10
46513,ACCIDENT,LANDING WITHOUT LANDING GEAR,SÃO SEBASTIÃO DA BOA VISTA,PA,BRAZIL,Nao informado,12:40:00,YES,SERIPA-1,FINISHED,UNKNOWN,1,0.0,1,2012,23,10
46514,ACCIDENT,LOSS OF CONTROL ON THE GROUND,CAMPO GRANDE,MS,BRAZIL,Nao informado,15:00:00,YES,SERIPA-4,FINISHED,UNKNOWN,1,0.0,1,2012,20,10
46562,ACCIDENT,LOSS OF CONTROL IN THE AIR,CANARANA,MT,BRAZIL,Nao informado,10:05:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2012,31,10
46563,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARUANÃ,GO,BRAZIL,Nao informado,12:00:00,YES,SERIPA-6,FINISHED,2014-06-02,1,0.0,1,2012,02,11
46564,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,GOIÂNIA,GO,BRAZIL,SWNV,16:50:00,YES,SERIPA-6,FINISHED,2014-06-16,1,0.0,1,2012,03,11
46565,ACCIDENT,LANDING ON UNPREDICTABLE PLACE,COTEGIPE,BA,BRAZIL,Nao informado,20:00:00,YES,SERIPA-2,FINISHED,2016-06-03,1,0.0,1,2012,04,11
46566,ACCIDENT,LANDING WITHOUT LANDING GEAR,LUZIÂNIA,GO,BRAZIL,SWUZ,11:55:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,1.0,1,2012,05,11
46567,ACCIDENT,METEOROLOGICAL PHENOMENOM ON THE GROUND,ALFENAS,MG,BRAZIL,Nao informado,16:15:00,YES,SERIPA-3,FINISHED,2013-10-21,1,0.0,1,2012,07,11
46568,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ALEGRETE,RS,BRAZIL,Nao informado,11:00:00,YES,SERIPA-5,FINISHED,2014-08-15,1,0.0,1,2012,08,11
46569,ACCIDENT,ANOTHER TYPES,ALTÔNIA,PR,BRAZIL,Nao informado,19:00:00,YES,SERIPA-5,FINISHED,2013-10-21,1,0.0,1,2012,08,11
46570,ACCIDENT,SLOW LANDING,SÃO PAULO,SP,BRAZIL,SBSP,19:21:00,YES,SERIPA-4,FINISHED,2014-06-02,1,1.0,1,2012,11,11
46571,ACCIDENT,LOSS OF CONTROL IN THE AIR,LONDRINA,PR,BRAZIL,Nao informado,21:40:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,13,10
46572,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,CURITIBA,PR,BRAZIL,SBBI,12:26:00,YES,SERIPA-5,FINISHED,2013-10-21,1,0.0,1,2012,02,11
46573,SERIOUS INCIDENT,LOSS OF CONTROL ON THE GROUND,SANTO ÂNGELO,RS,BRAZIL,SBNM,20:40:00,YES,SERIPA-5,FINISHED,UNKNOWN,1,0.0,1,2012,05,11
46574,SERIOUS INCIDENT,EXPLOSIVE / NOT INTENTIONAL DECOMPRESSION,BRASÍLIA,DF,BRAZIL,SBBR,22:50:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2012,24,10
46575,SERIOUS INCIDENT,EXPLOSIVE / NOT INTENTIONAL DECOMPRESSION,RECIFE,PE,BRAZIL,SBRF,02:45:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2012,29,10
46576,SERIOUS INCIDENT,ENGINE FAILURE DURING THE FLIGHT,IPATINGA,MG,BRAZIL,SBIP,17:30:00,YES,CENIPA,IN PROGRESS,UNKNOWN,1,0.0,1,2012,28,10
46581,ACCIDENT,LOSS OF CONTROL IN THE AIR,CAMPINA GRANDE DO SUL,PR,BRAZIL,Nao informado,21:00:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,18,10
46582,ACCIDENT,METEOROLOGICAL PHENOMENOM IN THE AIR,CHAPADA DOS GUIMARÃES,MT,BRAZIL,Nao informado,19:49:00,YES,SERIPA-6,FINISHED,2014-06-03,1,0.0,1,2012,01,11
46583,ACCIDENT,UNKNOWN,ALMIRANTE TAMANDARÉ,PR,BRAZIL,Nao informado,21:30:00,YES,SERIPA-5,FINISHED,2016-06-03,1,0.0,1,2012,06,11
46584,ACCIDENT,ENGINE FAILURE DURING THE FLIGHT,ARAPUTANGA,MT,BRAZIL,Nao informado,12:10:00,YES,SERIPA-6,FINISHED,2015-08-23,1,0.0,1,2012,08,11
46585,ACCIDENT,LOSS OF CONTROL IN THE AIR,BAGÉ,RS,BRAZIL,SSCE,18:30:00,YES,SERIPA-5,FINISHED,2013-10-21,1,0.0,1,2012,13,11
46586,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,URUAÇU,GO,BRAZIL,Nao informado,11:50:00,YES,SERIPA-6,FINISHED,UNKNOWN,1,0.0,1,2012,16,11
46587,ACCIDENT,ABOUT LANDING GEAR,CAMPO GRANDE,MS,BRAZIL,SBCG,16:33:00,YES,SERIPA-4,IN PROGRESS,UNKNOWN,1,0.0,1,2012,19,11
46588,ACCIDENT,ANOTHER TYPES,BALNEÁRIO CAMBORIÚ,SC,BRAZIL,Nao informado,14:00:00,UNKNOWN,SERIPA-5,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,03,11
46589,ACCIDENT,LOSS OF CONTROL ON THE GROUND,RECIFE,PE,BRAZIL,SNEM,14:30:00,UNKNOWN,SERIPA-2,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,02,11
46590,ACCIDENT,LOSS OF CONTROL ON THE GROUND,MARICÁ,RJ,BRAZIL,SDMC,11:45:00,YES,SERIPA-3,FINISHED,2015-07-21,1,0.0,1,2012,22,11
46591,ACCIDENT,COLLISION AGAINST OBSTACLE DURING THE FLIGHT,RIO DE JANEIRO,RJ,BRAZIL,Nao informado,11:47:00,YES,SERIPA-3,IN PROGRESS,UNKNOWN,1,0.0,1,2012,21,11
46592,ACCIDENT,LOSS OF CONTROL ON THE GROUND,QUERÊNCIA,MT,BRAZIL,SNGV,18:00:00,YES,SERIPA-6,FINISHED,2013-11-27,1,1.0,1,2012,07,11
46593,ACCIDENT,ABOUT LANDING GEAR,AMERICANA,SP,BRAZIL,SDAI,21:00:00,UNKNOWN,SERIPA-4,DESCONHECIDO,UNKNOWN,1,0.0,1,2012,23,11
46594,SERIOUS INCIDENT,ABOUT LANDING GEAR,POÇOS DE CALDAS,MG,BRAZIL,SBPC,21:05:00,YES,SERIPA-3,FINISHED,2013-10-21,1,0.0,1,2012,13,10
